Company-Name,Founded in,Ownership,India Employee count,Global Employee count,Headquarters,Office Locations,CEO,Founders,Type of Company,Nature of Business,Company Email ID,Company Contact no.,Social Media Presence,Website,Details,Reviews,Salaries,Interviews,Jobs,Benefits
Muthoot Microfin Limited,2015 (8 yrs old),Private,10k-50k,,"Ernakulam,Kerala, India",New Delhi|Ernakulam,Sadaf Sayeed,,Corporate,B2C,careers@muthootmicrofin.com,4844277500.0,https://www.facebook.com/MuthootMicrofin?mibextid=ZbWKwL|https://www.linkedin.com/company/muthoot-microfin-ltd/|https://twitter.com/MuthootMicrofin?t=uN4uTpuUnweB-vLpgyRd5Q&s=09|https://www.youtube.com/@MuthootMicrofin|https://instagram.com/muthootmicrofin?igshid=MWZjMTM2ODFkZg,http://www.muthootmicrofin.com,NBFC | 10k-50k Employees | 8 years old | Ernakulam +214 more,718,1.9k,18,16,67
Sundaram Clayton,1962 (61 yrs old),Public,1k-5k,50k-1 Lakh,"Chennai, Tamil Nadu, India",Chennai,,,Corporate,B2B,,,https://www.linkedin.com/company/sundaram-clayton-limited,http://www.sundaram-clayton.com/Home.htm,Auto Components | 1k-5k Employees | Public | 61 years old | Chennai +23 more,717,3.1k,18,4,92
VIP Industries,1971 (52 yrs old),Public,1k-5k,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Indian MNC,B2C,,,https://www.facebook.com/Vipbagsindia|https://www.linkedin.com/company/7681285/|https://twitter.com/VIPBagsIndia,http://www.vipindustries.co.in/,Retail | 1k-5k Employees | Public | 52 years old | Mumbai +83 more,716,3.1k,21,10,90
Nippon Paint India,1881 (142 yrs old),Private,1k-5k,10k-50k,"Osaka, Japan",New Delhi,Tetsushi Tado,,Corporate,B2C|B2B,,,https://www.facebook.com/NipponPaintIndia/|https://www.linkedin.com/company/nippon-paint-india|https://twitter.com/nipponindia,https://nipponpaint.co.in/about-us/,Chemicals | 1k-5k Employees | Forbes Global 2000 | 142 years old | Osaka +103 more,716,3.2k,37,5,89
Medplus(optival Health Solutions),2006 (17 yrs old),Private,501-1k,,"Hyderabad, India",Hyderabad/Secunderabad,Mr. Gangadi Madhukar Reddy,,Corporate,B2C,,,http://facebook.com/indiamedplus|https://www.linkedin.com/company/medplusindia,https://www.medplusindia.com/corporate.jsp,501-1k Employees | Fortune India 500 | 17 years old | Hyderabad +77 more,716,3k,46,19,60
Diageo,1997 (26 yrs old),Public,1k-5k,10k-50k,"London, United Kingdom (UK)",Bengaluru/Bangalore,,,Foreign MNC,B2C,,,https://www.linkedin.com/company/diageo-india|https://www.youtube.com/@Diageo,http://www.diageo.com,Beverage | 1k-5k Employees | Public | 26 years old | London +75 more,715,5.3k,43,23,108
Secure Meters,1987 (36 yrs old),Public,1k-5k,1k-5k,"Udaipur, Rajasthan, England",Udaipur,Sanjiv Dhal,,Foreign MNC,B2B,,,https://www.facebook.com/securemeters/|https://twitter.com/securemeters|https://www.youtube.com/@securemetersltd1900,https://www.securemeters.com/,Electronics Manufacturing | 1k-5k Employees | Public | 36 years old | Udaipur +62 more,714,4k,39,67,106
eClinicalWorks,1999 (24 yrs old),Private,1k-5k,5k-10k,"Westborough, Massachusetts, United States (USA)",Ahmedabad|Bengaluru/Bangalore|Mumbai,Girish Navani,,Corporate,Service|B2C|B2B,,,https://www.facebook.com/eClinicalWorks|http://twitter.com/eclinicalworks|https://www.youtube.com/@eClinicalWorks,https://www.eclinicalworks.com/,Software Product | 1k-5k Employees | 24 years old | Westborough +13 more,714,4.8k,32,14,168
Genius Consultants,1993 (30 yrs old),Private,201-500,,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",SHIVPRASAD PAUL,,Corporate,B2C|B2B,,,https://www.facebook.com/GeniusConsultantsLtd?fref=ts|https://www.linkedin.com/company/genius-consultant-limited|https://twitter.com/geniusconsult,https://www.geniusconsultant.com/,Recruitment | 201-500 Employees | 30 years old | Kolkata +75 more,713,3.5k,35,69,75
Colliers International,1995 (28 yrs old),Private,1k-5k,10k-50k,"Ontario, Canada",Chennai|Bengaluru/Bangalore,Ramesh Nair,,Foreign MNC,B2B,,,https://www.facebook.com/Colliers-International-India-257636574287193/|https://www.linkedin.com/company/3828074|https://twitter.com/Colliersintlind|https://www.youtube.com/@ColliersIntl,https://www.colliers.com/,Real Estate | 1k-5k Employees | 28 years old | Ontario +32 more,712,4k,40,68,79
Fluor Corporation,,,,,,,,,Foreign MNC,B2B,,,,https://www.fluor.com/,Forbes Global 2000 | Gurgaon/Gurugram +21 more,712,2k,14,--,11
Gmmco,1967 (56 yrs old),Private,1k-5k,1k-5k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",H Jayaram,,Corporate,B2B,,,https://www.linkedin.com/company/gmmco-ltd,http://www.gmmco.in,Industrial Machinery | 1k-5k Employees | 56 years old | Chennai +73 more,711,2.6k,23,--,115
Nirma,1990 (33 yrs old),Private,10k-50k,,"Ahmedabad, Gujarat, India",Ahmedabad,,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/nirma-limited,http://www.nirma.co.in/,Chemicals | 10k-50k Employees | Fortune India 500 | 33 years old | Ahmedabad +51 more,711,3.1k,27,--,122
Syngenta,2000 (23 yrs old),Private,1k-5k,10k-50k,"Basel, Basel, Switzerland",Lucknow|Goa,Erik Fyrwald,,Foreign MNC,B2C|B2B,,,https://www.youtube.com/Syngenta,http://www.syngenta.com,Agriculture | 1k-5k Employees | 23 years old | Basel +125 more,710,3.1k,39,8,92
Better.com,2016 (7 yrs old),,201-500,5k-10k,"New York City,New York, United States",,,,Startup,,,,https://www.facebook.com/betterdotcom|https://www.linkedin.com/company/betterdotcom|https://twitter.com/betterdotcom,https://www.better.com,Financial Services | 201-500 Employees | Startup | 7 years old | New York City +5 more,709,4k,38,81,122
Stanza Living,2017 (6 yrs old),Private,501-1k,501-1k,"Delhi,NCT, India",New Delhi,,,Startup,Service|B2C|B2B,,,https://facebook.com/stanzaliving|https://linkedin.com/company/stanzaliving/about|https://twitter.com/stanza_living|https://www.youtube.com/@stanzaliving4161,https://www.stanzaliving.com,Internet | 501-1k Employees | Startup | 6 years old | Delhi +27 more,708,2.7k,52,229,62
Capri Global Capital,1997 (26 yrs old),Public,1k-5k,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C|B2B,,,https://www.youtube.com/@capriloans1961,https://www.capriglobal.in/,NBFC | 1k-5k Employees | Public | 26 years old | Mumbai +175 more,707,3k,31,18,37
LOREAL,1991 (32 yrs old),Private,1k-5k,50k-1 Lakh,"Clichy, France",,,,Foreign MNC,B2C,,,https://www.youtube.com/@loreal,http://www.loreal.com,Beauty & Personal Care | 1k-5k Employees | Forbes Global 2000 | 32 years old | Clichy +80 more,705,3.4k,44,48,106
Sundaram Finance,1954 (69 yrs old),Public,1k-5k,,"Chennai, Tamil Nadu, India",Chennai,Rajiv C. Lochan,,Corporate,B2C|B2B,,,https://www.facebook.com/sundaramfinanceltd/|https://twitter.com/sfcorpcomm,https://www.sundaramfinance.in/,NBFC | 1k-5k Employees | Public | 69 years old | Chennai +199 more,705,2.8k,24,28,85
Mahindra First Choice Wheels,1994 (29 yrs old),Private,1k-5k,,"Mumbai,Maharashtra, India",,,,Corporate,B2C,,,http://facebook.com/mahindrafirstchoicewheels|https://www.linkedin.com/company/mahindra-first-choice-services-ltd-|https://twitter.com/mfcwl,https://www.mahindrafirstchoice.com,Internet | 1k-5k Employees | 29 years old | Mumbai +103 more,705,3.3k,24,20,78
Visionet Systems,1995 (28 yrs old),Private,1k-5k,1k-5k,"Cranbury, New Jersey, United States (USA)",,Arshad Masood,,Corporate,Service|B2B,,,https://www.facebook.com/VisionetSystemsInc|https://twitter.com/visionetsystems,https://www.visionet.com/,IT Services & Consulting | 1k-5k Employees | 28 years old | Cranbury +10 more,705,5.2k,41,40,91
MakeMyTrip,2000 (23 yrs old),Public,5k-10k,,"Gurgaon,Haryana, India",Bengaluru/Bangalore|Gurgaon/Gurugram,Rajesh Magow,,Corporate,Product|B2C,,1244628747.0,https://www.facebook.com/MakeMyTripCareers/|https://www.linkedin.com/company/makemytrip.com/|https://twitter.com/makemytrip/|https://www.youtube.com/channel/UC5sYd0ZuFDhehhoFf0CgXig,https://careers.makemytrip.com/,Internet | 5k-10k Employees | Public | 23 years old | Gurgaon +37 more,704,6.2k,58,171,96
Perfetti Van Melle,2001 (22 yrs old),Private,1k-5k,10k-50k,"Lainate, Italy",,Sameer Suneja,,Foreign MNC,B2C,,,,http://www.perfettivanmelle.com,Food Processing | 1k-5k Employees | 22 years old | Lainate +114 more,703,2.6k,17,16,96
Softenger,1999 (24 yrs old),Private,501-1k,501-1k,"Pune, Maharashtra, India",Pune,,,Indian MNC,Service|B2B,contact@softenger.com,9158883774.0,https://www.facebook.com/softengerofficial/|https://www.linkedin.com/company/softenger|https://twitter.com/softenger_|https://www.youtube.com/@SoftengerIndia|https://www.instagram.com/softengerofficial/,https://www.softenger.com,IT Services & Consulting | 501-1k Employees | 24 years old | Pune +28 more,702,2.4k,28,3,166
Orion Edutech,2006 (17 yrs old),Private,5k-10k,,"Kolkata, India","Kolkata, India",,,Corporate,Product|B2C,,,http://facebook.com/pages/orion-edutech-pvt-ltd/782028085209446|https://www.linkedin.com/company/10335871|http://twitter.com/orionedutech,https://www.orionedutech.com,EdTech | 5k-10k Employees | 17 years old | Kolkata +103 more,701,2.2k,17,--,76
ZF Steering Gear,1915 (108 yrs old),Public,501-1k,1k-5k,"Pune, Maharashtra, India","Pune, Maharashtra, India",,,Foreign MNC,B2B,,,https://www.linkedin.com/company/zf-steering-gear-india-ltd,http://www.zfIndia.com/,Auto Components | 501-1k Employees | Public | 108 years old | Pune +18 more,701,5k,26,24,105
Karur Vysya Bank,1916 (107 yrs old),Public,5k-10k,,"Karur, Tamil Nadu, India","Karur, Tamil Nadu, India",Shri P. R. Seshadri,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/karur-vysya-bank|https://www.youtube.com/@KarurVysyaBank-KVB,https://www.kvb.co.in/,Banking | 5k-10k Employees | Public | 107 years old | Karur +128 more,700,3.4k,25,23,57
Ahluwalia Contracts India,1965 (58 yrs old),Public,1k-5k,5k-10k,"Delhi/NCR, New Delhi, India",,,,Corporate,B2B,,,,https://www.acilnet.com/,Engineering & Construction | 1k-5k Employees | Public | 58 years old | Delhi/NCR +46 more,700,2.7k,27,15,73
Kinara Capital,2011 (12 yrs old),Private,1k-5k,,"Bangalore,Karnataka, India",,,,,B2C|B2B,,,http://linkedin.com/company/kinara-capital|http://twitter.com/kinaracapital,https://www.kinaracapital.com,NBFC | 1k-5k Employees | 12 years old | Bangalore +105 more,700,1.7k,41,62,154
Imperial Auto Industries,1969 (54 yrs old),Public,1k-5k,,"Faridabad, Haryana, India","Faridabad, Haryana, India",Tarun Lamba,,Corporate,B2B,,,https://www.linkedin.com/company/imperial-auto-industries-ltd.,https://imperialauto.in/,Auto Components | 1k-5k Employees | Public | 54 years old | Faridabad +32 more,697,4k,35,10,69
Toppr,2013 (10 yrs old),Private,1k-5k,1k-5k,"Mumbai,Maharashtra, India",Mumbai,Zishaan Hayath,,Startup,Product|B2C,,,https://www.facebook.com/beingToppr|https://www.linkedin.com/company/toppr-com/|https://twitter.com/myToppr,http://www.toppr.com,EdTech | 1k-5k Employees | Startup | 10 years old | Mumbai +43 more,695,4.7k,64,77,98
Pristyn Care,2018 (5 yrs old),Private,1k-5k,,"Delhi,NCT, India",,,,Startup,B2C,,,https://www.linkedin.com/company/pristyncare/|https://twitter.com/pristync,http://www.pristyncare.com,Healthcare | 1k-5k Employees | Indian Unicorn | 5 years old | Delhi +25 more,694,3.1k,37,142,171
MAHLE ANAND Filter Systems,2005 (18 yrs old),Private,1k-5k,50k-1 Lakh,"Stuttgart, Germany, Germany",,,,,,,,,http://www.mahlefiltersystemsindia.com,Auto Components | 1k-5k Employees | 18 years old | Stuttgart +25 more,693,3k,21,--,120
CADD Centre Training Services,1988 (35 yrs old),Private,1k-5k,1k-5k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2C,,,,http://www.caddcentre.com,Education & Training | 1k-5k Employees | 35 years old | Chennai +123 more,693,2.7k,21,24,94
INDO-MIM,1998 (25 yrs old),Private,1k-5k,1k-5k,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2B,,,https://www.linkedin.com/company/indo-us-mim-tec-pvt.ltd.,http://www.indo-mim.com,Industrial Machinery | 1k-5k Employees | 25 years old | Bangalore/Bengaluru +16 more,692,3.6k,26,3,122
Egis  India Consulting Engineers,2005 (18 yrs old),Private,1k-5k,10k-50k,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2B,,,,https://www.egis-group.com/,Engineering & Construction | 1k-5k Employees | 18 years old | Gurgaon/Gurugram +96 more,692,2.6k,34,1,105
Teva Pharmaceuticals,1979 (44 yrs old),Private,1k-5k,10k-50k,"Dublin, Dublin, Ireland",,,,Foreign MNC,B2C|B2B,,,https://www.facebook.com/TevaUSA|https://www.youtube.com/@tevapharm,http://www.tevapharm.com,Pharma | 1k-5k Employees | Forbes Global 2000 | 44 years old | Dublin +31 more,692,3.8k,45,63,137
C&S Electric,1966 (57 yrs old),Private,5k-10k,,"Delhi/NCR, New Delhi, India",New Delhi,Prakash Kumar Chandraker,,Corporate,B2B,customercare@cselectric.co.in,18005722012.0,https://www.facebook.com/CsElectricLimited/|https://twitter.com/cselectricltd|https://www.youtube.com/channel/uc4enjey6g2iclsddaucatta|https://www.instagram.com/cnselectric_ltd/?hl=en,https://cselectric.co.in/,Electrical Equipment | 5k-10k Employees | 57 years old | Delhi/NCR +45 more,692,3.5k,29,8,95
Incedo,2011 (12 yrs old),Private,1k-5k,1k-5k,"Iselin, New Jersey, United States (USA)",Chennai|Pune|Bengaluru/Bangalore,Nitin Seth,,Foreign MNC,Service|B2B,,,https://www.facebook.com/IncedoInc|https://twitter.com/IncedoInc|https://www.youtube.com/@Incedoinc1,https://www.incedoinc.com/,IT Services & Consulting | 1k-5k Employees | 12 years old | Iselin +10 more,689,7.3k,83,57,117
Thomas Cook,1881 (142 yrs old),Public,1k-5k,5k-10k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Mahesh Iyer,,,B2C|B2B,,,https://www.linkedin.com/company/thomas-cook-india-limited|https://twitter.com/#!/thomascooknews,https://www.thomascook.in/,Travel & Tourism | 1k-5k Employees | Public | 142 years old | Mumbai +75 more,687,4.1k,27,1,89
Jakson Group,1947 (76 yrs old),Private,1k-5k,,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,B2B,,,,http://www.jakson.com,Power | 1k-5k Employees | 76 years old | Noida +68 more,686,3.2k,43,16,102
SitusAMC,,,1k-5k,,,,,,Corporate,B2B,,,,http://www.situsamc.com,Software Product | 1k-5k Employees | Gurgaon/Gurugram +17 more,686,3.7k,46,32,46
Fusion Microfinance,2010 (13 yrs old),Private,10k-50k,,"Delhi,NCT, India",New Delhi,Devesh Sachdev,,Corporate,B2C,,,https://www.facebook.com/FusionMicrofinance?fref=ts|https://www.linkedin.com/company/fusion-microfinance|https://twitter.com/fusionsmicrofin,https://fusionmicrofinance.com,NBFC | 10k-50k Employees | 13 years old | Delhi +190 more,685,2.2k,23,20,74
Capital Numbers Infotech,2012 (11 yrs old),Private,501-1k,501-1k,"Kolkata, West Bengal, India",Kolkata,Mukul Gupta,,Indian MNC,Product|Service|B2B,hr@capitalnumbers.com,3367992222.0,https://www.facebook.com/CapitalNumbers|https://www.linkedin.com/company/capitalnumbers/|https://twitter.com/_CNInfotech|https://www.youtube.com/@Capitalnumbers|https://www.instagram.com/capitalnumbers_com/,https://www.capitalnumbers.com,IT Services & Consulting | 501-1k Employees | 11 years old | Kolkata +5 more,684,888,21,3,103
Columbia Asia,2005 (18 yrs old),Private,1k-5k,,"Bangalore/Bengaluru, Karnataka, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/columbia-asia-hospital-pvt-ltd,https://www.columbiaasia.com/,Healthcare | 1k-5k Employees | 18 years old | Bangalore/Bengaluru +21 more,682,2.2k,16,--,99
Vedanta Aluminium,2003 (20 yrs old),Private,1k-5k,,"Jharsuguda, Odisha, India",Mumbai,,,Corporate,B2B,,,,https://vedantaaluminium.com/,Metals & Mining | 1k-5k Employees | 20 years old | Jharsuguda +30 more,680,4k,24,--,114
PayPal,1998 (25 yrs old),Private,1k-5k,10k-50k,"San Jose,California, United States",Chennai,Dan Schulman,,Foreign MNC,Product|B2B,,,https://www.linkedin.com/company/paypal/|https://twitter.com/paypal|https://www.youtube.com/@paypal,http://www.paypal.com,FinTech | 1k-5k Employees | Forbes Global 2000 | 25 years old | San Jose +7 more,679,7k,112,19,125
CALIBEHR,1979 (44 yrs old),Private,1k-5k,10k-50k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2B,,,https://www.linkedin.com/company/shell-transource---calibehr,https://www.calibehr.com/,Recruitment | 1k-5k Employees | 44 years old | Mumbai +117 more,679,2.5k,43,26,61
HFCL,1987 (36 yrs old),Public,1k-5k,1k-5k,"Delhi/NCR, New Delhi, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/m-s-himachal-futuristic-communications-limited|https://twitter.com/hfclg,http://www.hfcl.com,Hardware & Networking | 1k-5k Employees | Public | 36 years old | Delhi/NCR +87 more,678,3.3k,40,4,87
TNQ Technologies,1998 (25 yrs old),Private,1k-5k,1k-5k,"Chennai, India","Chennai, India",,,Corporate,B2C|B2B,,,https://www.facebook.com/pages/TNQ-Books-and-Journals-Pvt-Ltd/188493921188496?ref=bookmarks|https://twitter.com/TNQpublishing,https://www.tnq.co.in/,Printing & Publishing | 1k-5k Employees | 25 years old | Chennai +8 more,678,3.5k,36,6,77
Uber,2009 (14 yrs old),Public,1k-5k,1 Lakh+,"San Francisco,California, United States",Mumbai,Dara Khosrowshahi,,Foreign MNC,Product|B2C,,,https://www.facebook.com/uber/photos/?ref=page_internal|https://twitter.com/uber?uclick_id=3f56e6ec-3a7b-4b98-8a66-0f650bb56e56|https://www.youtube.com/c/uber/featured|https://www.instagram.com/uber/?uclick_id=3f56e6ec-3a7b-4b98-8a66-0f650bb56e56,https://www.uber.com/in/en/careers/,Internet | 1k-5k Employees | Public | 14 years old | San Francisco +42 more,678,6.7k,88,28,103
ReNew,2011 (12 yrs old),Private,1k-5k,,"Gurgaon, India",Gurgaon/Gurugram,Sumant Sinha,,Corporate,B2B,info@renew.com,1244896670.0,https://www.facebook.com/renew4earth/|https://in.linkedin.com/company/renew|https://twitter.com/renewcorp|https://www.youtube.com/@ReNewCorp|https://www.instagram.com/renewcorp/,https://www.renew.com/,Power | 1k-5k Employees | 12 years old | Gurgaon +63 more,678,3.8k,48,135,100
JTEKT,2006 (17 yrs old),Public,501-1k,10k-50k,"Osaka, Japan",Chennai,,,Foreign MNC,B2B,,,,https://www.jtekt.co.in,Auto Components | 501-1k Employees | Public | 17 years old | Osaka +21 more,677,3.6k,39,--,98
Skill Lync,2015 (8 yrs old),,1k-5k,1k-5k,"Palo Alto, California, United States (USA)",Chennai,,,Startup,Product|B2C,info@skill-lync.com,8939850851.0,https://www.facebook.com/SkillLyncOfficial/|https://twitter.com/Skill_Lync|https://www.youtube.com/skilllync|https://www.instagram.com/skill_lync/?igshid=dpo00gw6hakh,https://skill-lync.com/,EdTech | 1k-5k Employees | Startup | 8 years old | Palo Alto +11 more,677,3.4k,77,76,32
Caratlane Trading,2008 (15 yrs old),Private,1k-5k,,"Chennai,Tamil Nadu, India",Chennai|Mumbai,,,Indian MNC,Product|B2C|D2C,,,https://www.facebook.com/caratlane/|https://in.linkedin.com/company/caratlane-trading-pvt--ltd|https://twitter.com/caratlane|https://www.youtube.com/c/caratlane/videos|https://www.instagram.com/caratlane/?hl=en,https://www.caratlane.com/,Jewellery | 1k-5k Employees | 15 years old | Chennai +50 more,676,1.8k,33,41,88
Jio Platforms,,,5k-10k,,,,,,,,,,https://www.youtube.com/@jio,https://www.jio.com/platforms,IT Services & Consulting | 5k-10k Employees | Navi Mumbai +58 more,676,5.8k,105,3,65
Hikal,1988 (35 yrs old),Private,1k-5k,1k-5k,"Mumbai, Maharashtra, India",Bengaluru/Bangalore|Bharuch|Mahad,Abdul Shaikh,,Corporate,Product|B2C|B2B,,,https://www.linkedin.com/company/hikal-ltd,https://www.hikal.com/,Pharma | 1k-5k Employees | 35 years old | Mumbai +17 more,675,3.8k,44,14,87
Air India,1930 (93 yrs old),Private,10k-50k,,"Delhi/NCR, New Delhi, India",,,,,B2C,,,https://www.linkedin.com/company/airindialimited/|https://twitter.com/airindiain|https://www.youtube.com/@AirIndiaOfficialAI,http://www.airindia.com,Aviation | 10k-50k Employees | Central | 93 years old | Delhi/NCR +47 more,674,3.2k,66,6,119
Pernod Ricard,1975 (48 yrs old),Private,1k-5k,10k-50k,"Paris, France",Hyderabad/Secunderabad|Lucknow|New Delhi,Alexandre Ricard,,Foreign MNC,B2C,,,https://www.facebook.com/PernodRicardCorporate/|https://twitter.com/pernod_ricard|https://www.youtube.com/@PernodRicardCorporate,http://www.pernod-ricard.com,Beverage | 1k-5k Employees | Forbes Global 2000 | 48 years old | Paris +91 more,673,3.8k,27,16,117
